,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
8220,1713078,29260386.0,2015-04-06,26171140.0,Julie,john et hilde nous ont accueilli dans leur appartement durant 2 nuits lors du week end de p ques ils nous ont conseill un parcours pour r aliser nos visites dans oslo ce sont des h tes tr sympathiques et nous nous ferons un plaisir de retourner chez eux leur appartement correspond la description grand lit confortable cuisine disposition et est id alement situ il est proche de la gare et des mus es nous avons pu aller au parc vigeland pieds depuis chez eux environ 45 min de marche br tr bon accueil conseille,0.2263,week
8236,1713078,31579427.0,2015-05-07,8500689.0,David,though one night enjoyed stay john hilde welcoming hilde helped us get oriented oslo pointing important sights short time within walking distance br br room clean bed really comfortable also nice able drop bags arrived morning even though check later day br br would gladly recommend staying john hilde would stay ever return oslo,0.9593,later day
8241,1713078,32314601.0,2015-05-17,864771.0,Marie Laure,many thanks fantastic stay place center oslo tips recommendations see secret gems local food places invaluable every touristy attraction hilde place walking distance need oslo city pass 4 days thanks everything,0.9081,4 days
8256,1713078,35553794.0,2015-06-20,1805077.0,Alyson,husband using airbnb years countless experiences far best one apartment easy fall love clean cozy every accommodation need perfect location sounds bit cliche actually true however john made experience even better extremely informative things city delightful chat learned ton life norway city oslo john even made us snacks long train ride day checked woah highly recommend experience definitely stay least two nights,0.9861,years
8266,1713078,37127902.0,2015-07-05,13752537.0,Jenn,perfect location whirlwind 2 days oslo john richard gave us itinerary included meals stops missed otherwise followed typical guide books attention detail makes stand hosts home clean adequate extremely convenient everything,0.6705,2 days
8273,1713078,39260895.0,2015-07-22,26211429.0,Christine,hilde greeted us warmly allowed us arrive little early due early flight provided us maps information directions good restaurant options helpful richard also equally helpful made sure comfortable comfortable bed location location location walk attractions public transportation 5 min away shops restaurants minutes away central train station 10 min walk recommend 2 3 day city pass allows entry event public transport,0.9764,2 3 day
8279,1713078,41224737.0,2015-08-05,13556987.0,Jiyeon,stayed john hilde flat one night absolutely amazing flat spacious beautiful john really really nice unfortunately see hilde away holidays bed comfortable hot water ran really well kitchen well equipped overall staying satisfying especially stayed oslo one day schedule pretty tight john gave us detail useful tips sightseeing oslo appreciated lot even gave us restaurant recommendation loved much norwegian friend quite impressed visited restaurant chance go back oslo def stay place recommend place staying oslo,0.9925,one day
8289,1713078,43997262.0,2015-08-23,29444265.0,Sangah,house quite central 10 15 min walk munch museum 20min walk distance place also close br room warm neat duvet amazingly comfortable love place,0.9181,20min
8292,1713078,45363194.0,2015-09-02,1905274.0,Margot,great air bnb experience john richard hilde arrived apartment followed clear directions waiting welcome proceeded give detailed overview oslo attractions including details places tourist track br everything apartment described including great location comfortable bed happy 3 days br light sleeper use earplugs noise park outside window worked well usual br opportunity visit oslo certainly recommend staying,0.9854,3 days
8296,1713078,46126729.0,2015-09-08,1766074.0,Michael,traveling scandinavia two weeks oslo last stop heading home staying john hilde last two nights terrific way end vacation br br flat heart oslo easy 8 minute walk oslo train station large flat lots natural sunlight great restaurants nearby john recommended try vietnamese thai restaurant block residence food outstanding price quite reasonable oslo standards br br bedroom perfect mattress best one slept whole vacation washer kitchen need laundry need cook meal everything need br br john hilde one best hosts three years traveled airbnb friendly go way make sure good time fantastic communicating guests know going makes relaxed asking questions evening talking john learned norway oslo would reading guide book epitomize great airbnb,0.9926,two weeks
8299,1713078,46698595.0,2015-09-13,9602623.0,Shehzad,unfortunately one day oslo one made amazing one hilde richard unavailable hilde showed us get around whole city efficient timely manner helped us whole way place perfect comfy bed great website hidden airbnb honest think better day day well spent hilde richard thank everything guys ever new york stranger,0.9712,one day
8301,1713078,47085736.0,2015-09-15,12520351.0,Dustin,great hosts place beautiful highly recommend staying wish would spent one day,0.9294,one day
8318,1713078,52730187.0,2015-11-01,32740685.0,Finbarr,arrived flat saturday visit beautiful spacious interior room good size well equipped bedsheets quilt extremely comfy bed although neither john richard hilde home stay kept contact via email ensure ok overall lovely experience gorgeous apartment,0.9661,saturday
8325,1713078,55945993.0,2015-12-07,49031417.0,Viktoria,john richard hilde made first airbnb stay impeccable experience welcoming lovely helpful john richard recommended us loads places visit spent quite helping us planning two days oslo br flat clean cozy close main attractions max 10 15mins walk basically everything great area bed super comfortable,0.9828,two days
8328,1713078,56497774.0,2015-12-14,5799474.0,Benjamen,john richard hilde airnbnb thing extraordinarily kind helpful short visit oslo great directions home ten minute walk central train station close tram stops take almost anywhere city really helpful recommendations activities oslo immaculate space made feel welcome awe inspiring bed sleep think got best sleep years bed around fun people hang kind hosts make airbnb work well would definitely stay next time oslo,0.9861,years
8335,1713078,57090753.0,2015-12-21,42222615.0,Daniel,john richard unbelievably brilliant unfortunately get meet hilde john richard went beyond booked fly oslo torp 6 30am nowhere stay night airport shut john richard booked us stay alternate accommodation right city centre even drove us airport next morning 4am one extremely warm welcoming guy,0.7774,6 30am
8341,1713078,59368812.0,2016-01-10,36094673.0,Nathan,john hilde really welcoming happy give advice one places see go instantly made us feel home apartment amazing bed especially real treat best night sleep highly recommend definitely look stay arrange summer trip oslo,0.9755,summer
8353,1713078,67851261.0,2016-03-31,36740905.0,Niki,interacted hilde amazingly helpful oslo little day help able plan sightseeing departure airport also able leave bags actual arrival time tremendous help br br home gorgeous welcoming husband slept wonderfully room would highly recommend home extremely close central station made navigating city easy pleasant,0.9788,little day
8485,1733735,9702152.0,2014-01-06,8989145.0,Hannah,great welcome host helpful friendly allowed us spend wonderful week spacious flat nice beautiful close center oslo definitely recommend br thank trine,0.9837,week
8495,1733735,16973277.0,2014-08-05,6999215.0,Viola,comfortable stay trine helped us booking taxi son whose flight 6 30am thank much enjoyed stay cosy flat,0.8442,6 30am
8500,1733735,23123675.0,2014-11-23,19944870.0,Mariel,trine apartment hard leave made friends felt home norwegian food 3 days kitchen complete waffle maker apartment well situated making easy us go around city honest rather stay home cold good experience first definitely last hope get chance come back tusen takk trine,0.9601,3 days
8502,1733735,24217846.0,2014-12-22,18115946.0,Gillian,reservation canceled 18 days arrival automated posting,0.0,18 days
8503,1733735,24873747.0,2015-01-03,16102155.0,Rebecca,returned 3 night stay oslo trines apartment perfect cosy base exploring city apartment nice warm great facilities lovely stay 2 seperate double bedrooms plenty privacy 2 couples shower really powerful good shaking new years hangovers great place lovely host fantastic central location,0.9862,years
8505,1733735,37613448.0,2015-07-08,37018221.0,Tuğçe,stayed apartment 2 nights lovely cosy apartment close main street lots shops restaurants short walking distance nearest metro everything accomodate 5 people easily host trine friendly well organized helped us everything would definitely stay would decide come one time would recommend anyone would like explore beautiful oslo,0.9686,2 nights
8508,1733735,39622542.0,2015-07-25,10397746.0,Milli,stayed trine apartment 2 nights 7 us couple bedrooms 3 singles generously proportioned living room lovely cosy apartment conveniently close nearby cafes transport toilet room separate shower room handy shower fabulous water pressure thanks trine wonderful host,0.9371,2 nights
8509,1733735,41067003.0,2015-08-04,5526929.0,Shelley,family including children stayed trine apartment 5 nights found trine extremely helpful accommodating answering questions arrived ensuring apartment met needs apartment everything required clean close amenities overall great stay would highly recommend trine apartment look forward next stay return oslo,0.9298,5 nights
8519,1733735,58123113.0,2016-01-01,11127019.0,Kerr,apartment beautiful large spacious fantastic new years perfect location wait come,0.9042,years
8521,1733735,63227146.0,2016-02-21,2405678.0,Jerzy,trine terrific host accommodating attentive took extra steps make us feel welcome oslo two week stay flat beautiful centrally located first visit oslo terrific thanks trine,0.9432,two week
8534,1733735,141206132.0,2017-04-02,22641499.0,William,stay olso memorable appartement well located brought us comfort expected quiet central area trine lovely even guided us 3 days week end recommend place plan visit oslo,0.872,3 days week
8555,1752709,10335428.0,2014-02-14,11139448.0,Gregory,stayed three weeks trine extremely welcoming friendly hospitable hostess apartment room pleasant good condition location quite central convenient overall great stay many thanks warm welcome,0.9744,three weeks
8560,1752709,11647287.0,2014-04-10,1514924.0,Alex,stayed oslo 5 days trine apartment great quite centrally located neighborhood nice amenities easy get around via public transit trine also nice happy help questions br br would definitely stay come back oslo,0.967,5 days
8562,1752709,13306409.0,2014-05-25,208371.0,Camille,trine fabulous host took tour city first day really helped orient helpful entire time providing maps information good company also allowed plenty time room wonderful apartment great location take public transportation able walk everywhere oslo stay trine,0.9529,first day
8569,1752709,17724260.0,2014-08-16,13586769.0,Lucy,decipher instructions find right apartment discover trine place clean bright homey bedroom enough space comfortably use desk even sofa bed open apartment everything needed bathroom toilet separate br br trine friendly always keen chat day give suggestions next day also accommodating including letting us laundry late night hang living room nice touch wake find umbrellas waiting us borrow rainy day br br tram stop around corner made accessing centre oslo easy trine also 2 bikes happy lend end riding due rain,0.9638,next day
8570,1752709,17985466.0,2014-08-19,19334486.0,Isabelle,spent 4 days tryne everything pleasant confortable felt completely home bright room balcony nice appartment tryne helped great number time solve different problems settle oslo offering phone different companies norvegian grateful spent time discuss travels norway life br good adress highly recommend,0.966,4 days
8589,1752709,533821240.0,2019-09-22,41638621.0,Daniel,stayed 2 nights trine place everything good br first night arrived late flight delay waited br thank trine 2 days place,0.4767,2 nights
8604,1752709,6.55640007072197e+17,2022-06-23,23640868.0,Patricia,trine super welcoming always willing help room nice clean seeing work office desk bonus kitchen bathroom could cleaner although main window room sort adequate roll curtain remove things window sill let window door balcony curtain improvise bit keep long northern summer daylight sleeping br great full use itching including pots pans utensils oil herbs spices shelf fridge,0.9756,summer
8615,1758800,19522493.0,2014-09-14,10130611.0,Lowic,nice weekend oslo bedroom large sun friendly bed completely awesome recover rest hard touristic days whole apartment charming well situated 15 min central station oslo low pace 1min tram station connecting city center,0.9299,nice weekend
8626,1758800,22566145.0,2014-11-09,14446375.0,Viola,suzanne rodney emilie house spent really great weekend house cozy room warm clean bathroom able reach attraction walking central station close well suzanne rodney also gave us lot good advices regarding visit go city br enjoy stay strictly recommend place thanks hospitality br,0.9741,weekend
8640,1758800,32342443.0,2015-05-17,6034082.0,Matthew,friend stayed suzanne rodney 2 days nights wonderful comfortable experience home comfortable clean wonderful hosts provided great advice enjoying oslo also great time hanging talking getting know one another would definitely recommend staying,0.9888,2 days nights
8647,1758800,41382591.0,2015-08-07,36451590.0,Sophie,suzanne rodney welcomed us warmly stayed two nights arriving oslo getting back home room appartment confortable slept well baby got bed place convenient reach foot br thank much suzanne rodney,0.8316,two nights
8648,1758800,42523198.0,2015-08-14,25310558.0,Pierre-Yves,first airbnb experience perfect suzanne rodney pleasant room spacious nice clean br thank much 2 nights,0.9325,2 nights
8649,1758800,43376116.0,2015-08-19,36451590.0,Sophie,suzanne rodney welcomed us warmly stayed two nights arriving oslo living norway room appartment confortable nice slept well little girl extra bed br suzanne rodney accommodating arrival time br place closed railway station city center,0.8402,two nights
8653,1758800,46795629.0,2015-09-13,4341621.0,Kim,loved staying suzanne rodney apartment oslo bedroom apartment beautiful airy clean bed extremely comfortable although street outside little noisy pub saturday night still slept great suzanne rodney warm welcoming enjoyed tea chatting apartment 15 minute walk tourist center town train station also public transportation options close luggage great experience around would definitely return thanks suzanne rodney,0.9878,saturday
8663,1758800,102431437.0,2016-09-18,63897528.0,Veronika,spent really wonderful weekend oslo highly recommend stay suzanne rod apartment location perfect minutes tram og go places want visit apartment comfortable super clean suzanne rodney 2 nice daughters lovely family kind friendly give many great recommendations see happening town find great food thanks,0.9927,weekend
8668,1758800,175946183.0,2017-07-30,41504850.0,Angelita,suzanne amazing thank much whole family welcoming 18 year old son short notice felt went way busy schedule get room ready greatly appreciate guys one airbnb family count,0.9286,18 year old
8669,1758800,177885840.0,2017-08-04,134541731.0,David,suzanne rodney beautiful central clean apartment gamle oslo old oslo area charming close city center approximately 20min walking br br room big clean nice even though recommend close window night sensitive noice noice traffic trams morning nothing abnormal city like oslo worth mentioning anyhow br br suzanne rodney helpful helped us park rain helped us carry luggage offered us tea arrived among things top social nice made stay something special br br summary absolutely recommended,0.9806,approximately 20min
8703,1758800,555841136.0,2019-10-28,15971034.0,Stefan,rodney place best airbnb experience highly recommend location space fantastic rodney friendly gave us good tips things see staying airbnb made trip 10x better,0.9617,10x
8723,1758800,5.411625554257786e+17,2022-01-16,400845746.0,Maciej,staying rodney pleasure even tho staid 2 nights flights took care comfort 100 recommend room everyone,0.8979,2 nights
8731,1758800,6.38200577188914e+17,2022-05-30,69991101.0,Katrin,nice days rodneys place communication beforehand easy friendly rodney kids welcomed us warmly gave us tips stay oslo everything needed could use kitchen nice talks recommending short trip,0.9413,nice days
8747,1763046,13384923.0,2014-05-26,5667470.0,Mb,highly reccommend place anyone looking affordable comfortable place stay veronica nice person pleasant talk easygoing everything make feel home stayed place two days night shift rented flat airbnb weekend first day coffee ready soon shower second day offered ride little cute car spike town much appreciated br area beautiful quiet bit outside busy central oslo short metro bus ride away great want quiet retreat still close city offer br veronicas place nice clean tidy slept well thank br,0.9894,two days
8761,1771222,44725598.0,2015-08-28,39075860.0,Alice,line nice helpful staying place comfortable place clean big felt really nice place also close bus station going city convenient best thing place 7 11 right street getting cash food easy overall definitely enjoyed staying lines even let store luggage place extra day,0.9788,7 11
8764,1771222,55652099.0,2015-12-04,24595730.0,Torsten,host canceled reservation 2 days arrival automated posting,0.0,reservation 2 days
8774,1771222,78795985.0,2016-06-09,21075644.0,Patrik,great stay line apartment felt like home falt huge nicely decorated allowed use kitchen living room importantly room spacious confortable bed kids also sometimes super nice felt bit like shared apartment felt much home note despite large flat line one booking guests time br line waited us preferred time arrival saturday morning much appteciated also gave us good tips exploring city highly recommended,0.9812,saturday
8784,1771222,96857439.0,2016-08-24,63211776.0,Tal,line wonderful host gorgeous home room stayed large bed comfortable queen size bed br br neighborhood within close proximity everything museums parks numerous food options buses outside front door bus tickets purchased day week 7 11 1 block away br br line also knowledgeable go see great art oslo lot great art museums parks galleries nightlife restaurants br br thank line hope able stay home return oslo,0.9709,day week
8801,1771222,166433465.0,2017-07-03,110809383.0,露,really artistic house elaborate decorations bed room big warm nice line kind patient map even tagged home norway reasonable price definitely recommend wants enjoy several days oslo,0.9382,several days
8828,1771222,213818617.0,2017-11-23,17043042.0,Marianna,line place wonderful also big precious lovely dog line great host looking forward return couple weeks,0.946,couple weeks
8835,1771222,233866535.0,2018-02-11,73340640.0,Madeleine,friend adina wonderful 3 night stay line apartment location apartment frogner perfect 2 days see main attractions oslo like munch museum national gallery vigeland sculpture park managed easily public transport doorstep line apartment cosy warm spacious line dog connie made stay special adorable overall felt comfortable staying line connie would recommend everyone coming oslo looking fantastic airbnb stay,0.9867,2 days
8888,1771222,357430163.0,2018-12-10,158460637.0,Vincent,great attention detail great travelling loved one like staying 5 star hotel big dog gentle soul afraid br br criticism lit lamps moody time like sometimes want see hell im especially country gets dark 3pm winter,0.8834,3pm winter
8890,1771222,359867848.0,2018-12-18,127219546.0,Magnvor,veldig hyggelig og im tekommende vertskap stort og fint rom med dobbeltseng gode puter og dyne godt og varmt p rommet n som det er kaldt ute med mulighet lufting de som nsker det anbefales etter jevnlig leie av rom hele h sten 2018,0.0,2018
8910,1771222,445430395.0,2019-04-29,1807940.0,Lee,great communication great directions beautiful place booked twice start month long adventure norway end great knowing coming back comfortable place dog pretty cool,0.9805,booked twice start month
8932,1771222,495490551.0,2019-07-26,65578689.0,Hailey,wonderful location next sculptures park traveling light strongly recommend walk foot less 1hour walk city center 1hr airport transfer bus tram line12 711 joker etc corner bus stop downstairs convenient br huge apartment everything comfortable lot fine furnitures paintings quickly get relaxed br line nice host well great dan dog welcoming guests sending br line cooked morning coffee great breakfast time lovely kitchen last day oslo br choose line place get closer look local life feel living like local surely memorable stay,0.9908,last day
8963,1771222,4.3893558802611034e+17,2021-08-28,156609377.0,André,100 recommended stayed 2 nights line amazing host apartment fabulous,0.8402,2 nights
8985,1771222,6.52730207139603e+17,2022-06-19,17654324.0,Susan,line friendly apartment gave us wonderful insight oslo living location perfect line gave us great directions public transport happy returning tomorrow,0.9607,tomorrow
8989,1771222,6.578160012364564e+17,2022-06-26,331378521.0,Victoria,peaceful arrived line super helpful checking location great area pretty room spacious private stayed 2 nights still amazing bus right around corner theres plenty grocery stores closeby definitely recommend,0.9781,2 nights
9014,1771222,6.983151274437244e+17,2022-08-21,3730153.0,Ling,great two days staying line place house really nice beautiful neighbourhood line great host highly recommending place,0.9475,two days
9031,1804364,8702061.0,2013-11-12,9684472.0,Thomas,3 days oslo 1st time friends nice city surrounded sea mountains nice places hang expensive rates br ole gunnar helpful host comfortable apartment full equipped tv hifi kitchen tools enjoyable terrace br apartment well located closed grunnerlokka easy access city center 5 mins bus br definitely recommend apartment weekend oslo br,0.9774,3 days oslo 1st
9032,1804364,9469405.0,2013-12-30,7564489.0,Ajay,fantastic apartment oslo close city centre walkable easy get tram bus brilliant cafes bars restaurants shops grunerlokka right apartment modern spacious everything need warm cosy middle winter easily enough room 4 us brilliant stay ole gunnar great deal clear prompt friendly communication throughout process,0.9805,winter
9033,1804364,11191463.0,2014-03-24,12869405.0,Lars,stayed ole gunnars flat 3 nights came oslo see biathlon finals holmenkollen flat conviniently located supermarket restaurants close nice river outside ole gunnar perfect host left us breakfast made sure chair 7 months old daughter use without us ask flat nice felt right home would definitely stay ole gunnar go oslo next time,0.9231,3 nights
9036,1804364,14017087.0,2014-06-10,4822983.0,Nora,great location easily accessible grocery store cafes many public buses bergen great small terrace sit enjoy morning coffee evening beer br br three day stay oslo fit bill conveniences needed family three br br ole gunnar responsive texts getting oslo arrived oslo met briefly leaving apartment running catch bus train seemed nice br br third experience using airbnb would add one thing based apartments used experiences owner live really stripped apartment anything personal ole gunnar residence therefore personal effects apartment e g clothes closets family photos etc may bothered know front type person needs totally unpack suitcase perhaps place br br bottom line would recommend apartment would recommend ole gunnar,0.9729,three day
9047,1804364,69732603.0,2016-04-13,33964253.0,Marjolein,host canceled reservation 23 days arrival automated posting,0.0,reservation 23 days
9049,1804364,78518504.0,2016-06-07,16447274.0,Lisa,host canceled reservation 5 days arrival automated posting,0.0,reservation 5 days
9054,1804364,174584272.0,2017-07-26,11032320.0,Cathy,great time staying ole place location super beside lovely river area foodhall grunnerlokka great eating shopping easy bus ride centre oslo also apartment lovely even nicer photos ole pleasure deal even sourcing cot one year old daughter lovely place families playground apartment complex highly recommend,0.9889,one year old
9056,1804364,219009604.0,2017-12-16,162878684.0,Christiane,host canceled reservation 75 days arrival automated posting,0.0,reservation 75 days
9081,1808457,168778896.0,2017-07-10,7345573.0,Marijke,wonderfull time jo house house everything needed 17 months old kid jo gave us lot travel information information neighborhood,0.0,17 months old
9099,1808457,626097338.0,2020-05-25,337050557.0,Andreas,booked place weekend everyone enjoyed beautiful location amenities recommended larger individual groups,0.8402,weekend
9113,1810472,28358065.0,2015-03-22,10078369.0,Valentine,oystein great great host treated well opened home 2 days comfortable apartment great location lots around,0.9565,2 days
9118,1810472,30850108.0,2015-04-27,22710720.0,Nordine,great week end oslo ystein helpful nice reactive host room expensive compared hotels oslo place well located gr nerl kka beautiful terrasse view,0.9403,week end
9134,1810472,38418774.0,2015-07-15,35970657.0,Patrice,ystein great host answer questions promptly give advices eat go city due late flight arrived oslo 11h30 pm kindly stayed arrival next day even got meet friends enjoy norwegian beers terrace trying speak understand number basic words norwegian made nice stimulating evening ystein appartment lovely well located charming vulkan area steps away trendy grunerlokka district 20 min walk karl johan gate waterfront would highly recommand place anyone would hesitate go back next visit oslo,0.9803,next day
9135,1810472,42369145.0,2015-08-12,29264437.0,Brian,ystein really quick response lifesaver previous airbnb host uncontactable short 1 half day stay oslo heading back home came way work give quick intro apartment really appreciated room cosy house nice atmosphere well great accessibility around oslo would highly recommend place,0.961,short 1 half day
9161,1810472,107619375.0,2016-10-11,19318776.0,Ingrid,host canceled reservation 27 days arrival automated posting,0.0,reservation 27 days
9162,1810472,107800704.0,2016-10-12,50073110.0,Hocquet,host canceled reservation 30 days arrival automated posting,0.0,reservation 30 days
9163,1810472,107949812.0,2016-10-13,51556038.0,Ida Marie,host canceled reservation 42 days arrival automated posting,0.0,reservation 42 days
9164,1810472,110172055.0,2016-10-24,31084192.0,Fran,host canceled reservation 25 days arrival automated posting,0.0,reservation 25 days
9201,1836731,13186737.0,2014-05-21,12140285.0,Cathy,best time oslo johnan rannveig gorgeous little boy apartment beautifully decorated comfortable everything need shower indeed great loved bedroom loft area arrived oslo day norway national day johnan rannveig invited join family celebratory breakfast special absolute best hosts cannot recommend staying highly enough apartment close transport shops cafes fantastic river walk along exercise lots assistance see get around absolutely loved staying olso,0.9902,day
9204,1836731,14241795.0,2014-06-15,4263332.0,Bernie,rannveig johan helpful warmth welcoming stayed apartment 4 days 3 nights apartment bright functional tastefully decorated apartment close bus line take downtown oslo within walking distance shops cafes restaurants definitely recommend apartment oslo,0.9413,4 days
9208,1836731,16660087.0,2014-07-31,9477290.0,Ruud,nice relaxed 3 day stay annex rannveig johan big everything need us ut us clean downtown oslo 20 minutes away walk following river take free bicycle weather un norwegianly hot frequently used new wooden terrace johan build rannveig johan friendly helpfull rannveig privided us useful suggestions rest norwegian trip thank rannveig johan already miss aslak continuous smile,0.9661,3 day
9209,1836731,17394402.0,2014-08-11,14708179.0,Martien,fantastic long weekend annex johan rannveig promise much place exactly describe airbnb site around welcoming friendly relaxed easy talk also kept distance providing privacy needed annex comfortable cozy perfectly located explore oslo plus two electronic oslo bysykkel cards available annex use oslo city bikes free,0.9816,long weekend
9212,1836731,18483001.0,2014-08-27,1604467.0,Laura,rannveig johan apartment amazing amenities traveller could ask including washing machine apartment located right along river 15 minute walk away favourite neighbourhood grunerlokka rannveig johan wonderful hosts offered us many suggestions things wait hopefully return one day soon,0.8807,one day
9215,1836731,20124551.0,2014-09-23,3332065.0,Jessica,rannveig johan incredibly helpful welcoming husband stayed oslo 4 nights great time accommodation clean tidy functional great use space perfect two people area lovely minutes river follow walk way centre one hour well connected bus 10 min ride central station highly recommended stay great would definitely go back,0.9879,4 nights
9220,1836731,25362456.0,2015-01-13,2858336.0,Laura,great four nights staying annex rannvieg johan lovely helpful hosts provided thorough instructions get annex airport happy provide information needed throughout stay annex described small cosy beautifully designed well equipped everything could need stay location quiet suburbs loved lovely walk along river gr nerl kka centre really enjoyed staying already planning return trip,0.9855,four nights
9225,1836731,33385558.0,2015-05-27,23301873.0,Alf,perfect place stay weekend oslo ranveig johan sweetest hosts feels like home,0.7351,weekend
9226,1836731,34075690.0,2015-06-04,22014120.0,Tomas,rannveig johan great hosts annex great place stay couple days location nice close river green parks plenty shops restaurants nearby upon arrival provided lovely bread local bakery fridge stocked basics breakfast first couple days also set bed 5 months old son really convenient us would recommend place others stay greetings tomas christina julian,0.9643,couple days
9229,1836731,35787294.0,2015-06-22,30771866.0,April,great stay place cosy charming expected enjoyed yard much 2 year old got plenty time play outside used kitchen quite bit happy everything useful disposal br rannveig johan extremely nice helpful thank much making stay stressless people traveling child definitely recommend however careful steep stairs without handrail though son mastered quite rapidly br situation ideal near park river playground corner bus stop meters away get museums parks city center central station harbor etc else could ask br hope back soon,0.9911,2 year old
9232,1836731,43903613.0,2015-08-23,30210338.0,Andreas,beautiful week rannveig johan annex,0.5994,week
9246,1836731,52897157.0,2015-11-02,43593447.0,Hannah,home home experience perfect cosy quiet retreat long days exploring city annexe beautifully decorated highly practical mod cons johan rannveig really thought every little detail make stay comfortable possible johan willingly offered local knowledge times day welcoming indeed also fantastic location 10 minute bus bike ride central oslo many thanks letting us stay br top things short stay br cycling around best way see city br visit holmenkollen olympic ski jump clear day incredible views br viking ship museum br opera house lit night br vigeland sculpture park br botanical gardens br looking quick good grub close kasbah super relaxed restaurant bar close annexe 10 minute walk serve great falafel humous crispy home made chips also fantastic selection board games br,0.9933,long days
9252,1836731,81048298.0,2016-06-20,671334.0,Caroline,rannveig johan apartment annex wonderful place call home close two months beautifully decorated clean neat washing machine amenities one needs cook also lovely garden rannveig johan incredibly kind welcoming hosts stocked fridge food provided laundry detergent extra sheets towels hand anything else needed pleasure get know living oslo br br sagene neighborhood apartment located wonderful park right next door apartment annex close multiple public transport lines grocery stores nice produce market br br far one best air bnb apartments pleasure rent look forward returning,0.9928,two months
9261,1836731,97157450.0,2016-08-26,12468345.0,Nathalie,wonderful place discover oslo rannveig perfect guide us spend 3 nights enjoyed every minute come back oslo try,0.8934,3 nights
9269,1836731,110286265.0,2016-10-25,2646326.0,Jessica,everything perfect love small super cosy beautiful cabin br rannveig johan aslak warm hospitable family br spent one week annex although really often see talk boyfriend knew could always feel free ask hosts help tips make short felt comfortable would love stay return oslo 3 br,0.985,one week
9279,1836731,156763716.0,2017-06-01,22432437.0,Meifang,time hurry enough time greet host travel pleasant airbnb ten months old baby enough safety facilities love,0.9118,ten months old
9285,1836731,177899743.0,2017-08-04,140465492.0,Geoffrey,annexe pleasant quiet neighbourhood close bus stop city centre welcomed johan despite late arrival 11 15pm place clean johan helpful getting things kitchen morning one thing steps bedroom steep,0.8402,11 15pm
9295,1836731,215033261.0,2017-11-27,43016132.0,Eve,annex cosy place stay everything need feel home warm comfortable found space worked really well travelling 11 month baby rannveig johan provided travel cot high chair space family friendly stair gate upstairs bedroom stairs steep good fun bit like climbing ladder den secure bathroom much luxury appears photos really lovely space hosts generous leaving nice cosmetics use need highly recommend annex,0.986,11 month
9303,1836731,304799638.0,2018-08-10,3492875.0,Christin,great time oslo staying johan rannveigs apartment every detail seems thought eco cotton towels eco shower stuff also kitchen really well equipped even bread good coffee waiting us arrived br moreover johan rannveigs great people easy get along since theit baby boy couple month older toddler rannveigs even gave us shoes super sweet thanks lot rannveigs br oh dear area great right beautiful river excellent option staying oslo,0.9909,couple month
9319,1836731,368183280.0,2019-01-06,28749989.0,Yutong,lovely place enjoy oslo winter time efficient communication clear guidelines everything need thank rannveig johan,0.9313,winter
9327,1836731,421959826.0,2019-03-10,72917424.0,George,rannveig johan annex exceeded expectations perfect little home long weekend oslo extremely hospitable plenty suggestions offer local food activities br br stayed four days march annex lovely warm cosy place come back day snow able make make breakfasts apartment kitchen fitted pretty much anything needed supermarket five minute walk away also really easy walk catch bus city centre br br overall rannveig johan annex really made trip would really love stay,0.9652,long weekend
9339,1836731,474507367.0,2019-06-23,2380456.0,Helle,stayed mini house weekend really nice time br br place cozy like real home clean surroundings stunning akerselva small parks etc perfect walking distance ex gr nerl kka city center find necessary use public transportation br br communication good johan gave good description arrived stay could always get touch via airbnb br br positive words us definitely place return next time visit oslo,0.9769,weekend
9340,1836731,478916869.0,2019-06-30,853742.0,Tom,real tiny house experience inspirational decoration great bathroom ideal small children narrow stairs made work 1 year old son,0.8957,1 year old
9341,1836731,481129880.0,2019-07-04,113556007.0,Timothy,johan rannveig annex great use small space place comfortable staying extended period time served perfect jumping point adventures bedroom loft bathroom sitting area enough serve needs came back home long day exploring br br though bit far tourist oriented areas city extremely well connected oslo easy use reliable bus network made extensive use stay neighborhood quiet seems undergoing bit resurgence mirroring oslo whole br br johan always readily available using airbnb app give us tips things see eat get around got nice bonus getting see salt transient cultural village project located along oslo former docklands process revitalization johan helped oversee last couple years,0.9753,long day
9376,1836731,5.135150996845132e+17,2021-12-09,14528255.0,Rebecca,absolutely loved staying tiny house cozy warm charming everything need already planning come back stayed almost almost two months great place work study hibernate johan rannveig warm welcoming gave us plenty recommendations example told us local christmas market real treat festive known otherwise thank great stay sagene look forward coming back new year,0.9827,almost almost two months
9384,1836731,6.266057156898803e+17,2022-05-14,196848702.0,Hanna,nice place visiting oslo weekend week br great location cozy interior br would however recomend travelling car unless set side extra money pricy oslo parking,0.7845,weekend week
9386,1836731,6.665115682417708e+17,2022-07-08,407559844.0,Laura,amazing little annexe get little warm summer ac fan available cooled us steps steep bothersome real downside could note lack freezer however cosy size home understandable may enough space awesome stay lovely hosts recommend,0.9101,summer
